date,area,area_type,population,cases,deaths,total_tests,positive_tests,reported_cases,reported_deaths,reported_tests,ds
2020-04-07,Alameda,County,1685886.0,30.0,3.0,518.0,51.0,33.0,1.0,.,2020-04-07
2020-04-06,Alameda,County,1685886.0,42.0,2.0,557.0,53.0,52.0,1.0,.,2020-04-06
2020-04-05,Alameda,County,1685886.0,23.0,2.0,302.0,30.0,7.0,0.0,.,2020-04-05
2020-04-04,Alameda,County,1685886.0,36.0,1.0,269.0,26.0,73.0,1.0,.,2020-04-04
2020-04-03,Alameda,County,1685886.0,49.0,1.0,506.0,42.0,50.0,1.0,.,2020-04-03
2020-04-02,Alameda,County,1685886.0,26.0,1.0,429.0,41.0,58.0,2.0,.,2020-04-02
2020-04-01,Alameda,County,1685886.0,68.0,2.0,461.0,61.0,18.0,1.0,.,2020-04-01
2020-03-31,Alameda,County,1685886.0,39.0,1.0,429.0,44.0,19.0,0.0,.,2020-03-31
2020-03-30,Alameda,County,1685886.0,34.0,0.0,442.0,47.0,43.0,1.0,.,2020-03-30
2020-03-29,Alameda,County,1685886.0,27.0,0.0,167.0,26.0,-203.0,-6.0,.,2020-03-29
2020-03-28,Alameda,County,1685886.0,18.0,3.0,253.0,25.0,225.0,8.0,.,2020-03-28
2020-03-27,Alameda,County,1685886.0,40.0,2.0,469.0,34.0,13.0,0.0,.,2020-03-27
2020-03-26,Alameda,County,1685886.0,21.0,1.0,471.0,21.0,38.0,1.0,.,2020-03-26
2020-03-25,Alameda,County,1685886.0,32.0,2.0,435.0,49.0,38.0,1.0,.,2020-03-25
2020-03-24,Alameda,County,1685886.0,31.0,0.0,494.0,37.0,8.0,1.0,.,2020-03-24
2020-03-23,Alameda,County,1685886.0,37.0,0.0,549.0,43.0,16.0,0.0,.,2020-03-23
2020-03-22,Alameda,County,1685886.0,21.0,2.0,175.0,14.0,10.0,1.0,.,2020-03-22
2020-03-21,Alameda,County,1685886.0,21.0,0.0,187.0,7.0,20.0,0.0,.,2020-03-21
2020-03-20,Alameda,County,1685886.0,36.0,0.0,337.0,17.0,6.0,0.0,.,2020-03-20
2020-03-19,Alameda,County,1685886.0,28.0,0.0,321.0,18.0,7.0,0.0,.,2020-03-19
2020-03-18,Alameda,County,1685886.0,30.0,0.0,349.0,23.0,10.0,0.0,.,2020-03-18
2020-03-17,Alameda,County,1685886.0,29.0,0.0,370.0,32.0,2.0,0.0,.,2020-03-17
2020-03-16,Alameda,County,1685886.0,46.0,0.0,394.0,20.0,0.0,0.0,.,2020-03-16
2020-03-15,Alameda,County,1685886.0,18.0,0.0,168.0,8.0,6.0,0.0,.,2020-03-15
2020-03-14,Alameda,County,1685886.0,17.0,0.0,228.0,10.0,-1.0,0.0,.,2020-03-14
2020-03-13,Alameda,County,1685886.0,24.0,0.0,390.0,21.0,3.0,0.0,.,2020-03-13
2020-03-12,Alameda,County,1685886.0,29.0,0.0,322.0,6.0,4.0,0.0,.,2020-03-12
2020-03-11,Alameda,County,1685886.0,19.0,0.0,188.0,9.0,1.0,0.0,.,2020-03-11
2020-03-10,Alameda,County,1685886.0,27.0,0.0,113.0,1.0,0.0,0.0,.,2020-03-10
2020-03-09,Alameda,County,1685886.0,25.0,0.0,123.0,2.0,0.0,0.0,.,2020-03-09
2020-03-08,Alameda,County,1685886.0,5.0,0.0,26.0,0.0,1.0,0.0,.,2020-03-08
2020-03-07,Alameda,County,1685886.0,2.0,0.0,16.0,0.0,0.0,0.0,.,2020-03-07
2020-03-06,Alameda,County,1685886.0,5.0,0.0,46.0,4.0,1.0,0.0,.,2020-03-06
2020-03-05,Alameda,County,1685886.0,4.0,0.0,50.0,0.0,0.0,0.0,.,2020-03-05
2020-03-04,Alameda,County,1685886.0,6.0,0.0,22.0,1.0,0.0,0.0,.,2020-03-04
2020-03-03,Alameda,County,1685886.0,3.0,0.0,9.0,0.0,1.0,0.0,.,2020-03-03
2020-03-02,Alameda,County,1685886.0,1.0,0.0,15.0,0.0,0.0,0.0,.,2020-03-02
2020-03-01,Alameda,County,1685886.0,4.0,0.0,10.0,0.0,1.0,0.0,.,2020-03-01
2020-02-29,Alameda,County,1685886.0,.,.,6.0,0.0,0.0,0.0,.,2020-02-29
2020-02-28,Alameda,County,1685886.0,.,.,6.0,2.0,0.0,0.0,.,2020-02-28
2020-02-27,Alameda,County,1685886.0,.,.,4.0,2.0,0.0,0.0,.,2020-02-27
2020-02-26,Alameda,County,1685886.0,.,.,3.0,0.0,0.0,0.0,.,2020-02-26
2020-02-25,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-25
2020-02-24,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-24
2020-02-23,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-23
2020-02-22,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-22
2020-02-21,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-21
2020-02-20,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-20
2020-02-19,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-19
2020-02-18,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-18
2020-02-17,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-17
2020-02-16,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-16
2020-02-15,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-15
2020-02-14,Alameda,County,1685886.0,.,.,2.0,0.0,0.0,0.0,.,2020-02-14
2020-02-13,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-13
2020-02-12,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-12
2020-02-11,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-11
2020-02-10,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-10
2020-02-09,Alameda,County,1685886.0,.,.,1.0,0.0,0.0,0.0,.,2020-02-09
2020-02-08,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-08
2020-02-07,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-07
2020-02-06,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-06
2020-02-05,Alameda,County,1685886.0,.,.,1.0,0.0,0.0,0.0,.,2020-02-05
2020-02-04,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-04
2020-02-03,Alameda,County,1685886.0,.,.,0.0,0.0,0.0,0.0,.,2020-02-03
2020-02-02,Alameda,County,1685886.0,.,.,1.0,0.0,0.0,0.0,.,2020-02-02
2020-02-01,Alameda,County,1685886.0,.,.,4.0,0.0,0.0,0.0,.,2020-02-01
